0,0,0,0,0,3,0,1,3,0,1,45,0,14,0,16,1,0,1,0,1,1,1,0,0,1,3,0,1,60,30
0,0,0,0,0,3,1,3,4,0,1,41,0,28,1,2,0,1,1,0,1,0,0,1,1,0,2,0,0,0,20
0,0,0,0,0,5,1,3,4,0,0,40,0,11,0,9,1,42,1,0,1,0,0,0,0,1,0,0,0,10,15
0,0,0,14,1,3,0,3,4,0,1,51,0,40,1,10,1,8,1,0,1,1,1,1,1,1,2,1,1,0,0
0,0,0,0,0,5,1,3,5,0,0,21,0,21,1,30,1,25,1,23,1,1,0,0,0,1,1,0,1,45,30
0,0,0,0,0,3,1,3,3,0,0,36,1,39,0,8,1,0,1,0,0,1,1,1,1,1,2,0,1,15,15
0,0,1,14,0,1,0,3,2,0,0,17,1,4,1,0,1,0,1,0,0,0,1,0,1,1,2,0,1,10,10
0,1,0,0,0,3,0,3,2,0,0,25,0,49,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,30
0,0,1,14,0,3,1,3,5,0,1,31,0,31,0,66,0,2,1,6,0,0,0,1,0,1,2,0,1,20,20
0,0,0,0,0,1,0,3,10,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0
0,0,0,0,0,1,0,11,7,0,0,53,1,57,0,33,0,6,1,9,1,0,0,1,1,1,2,0,1,30,30
0,0,1,4,1,5,1,3,4,0,0,33,1,38,1,8,0,4,1,0,0,0,0,0,0,0,1,0,1,30,15
0,0,1,4,1,5,1,3,4,0,1,32,0,30,1,6,0,4,1,0,1,1,0,0,0,0,2,1,0,0,45
0,0,0,0,0,3,0,3,4,0,1,37,0,34,1,9,0,7,1,0,1,1,0,0,1,1,1,1,1,30,30
0,0,0,0,0,1,0,4,3,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0
0,0,1,4,0,1,0,3,4,0,1,37,0,35,1,8,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,3,0,6,2,0,0,45,0,9,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,30,30
0,0,0,0,0,1,0,3,2,2,1,36,0,27,1,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,0
0,0,1,8,1,5,0,3,4,0,0,46,1,48,0,12,0,15,1,0,1,0,0,0,1,0,3,1,1,30,10
0,0,1,4,1,1,0,3,3,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0,3,1,3,2,0,0,15,1,53,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,20,0
0,0,1,4,0,1,0,3,3,0,0,34,0,37,1,37,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0
0,0,1,6,0,1,0,12,5,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,8,1,1,0,3,5,0,0,60,0,36,1,34,1,5,1,7,0,0,0,0,1,0,0,1,0,15,10
0,0,0,0,0,3,0,33,2,2,0,22,1,22,1,0,1,0,1,0,1,0,0,0,0,0,3,0,1,20,20
0,0,1,9,0,3,0,3,4,0,0,38,1,38,1,8,0,5,1,0,1,0,0,0,1,1,2,0,1,30,30
0,0,1,14,1,3,0,3,4,0,1,35,0,35,1,6,0,3,1,0,1,0,0,1,0,1,2,1,0,0,0
0,0,1,8,0,1,0,3,4,0,1,38,0,36,1,11,1,4,1,0,1,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,1,0,5,4,0,1,42,0,43,1,13,1,5,1,0,1,0,1,1,1,1,2,0,0,0,0
0,0,0,0,0,1,0,3,5,0,0,34,1,23,0,10,1,9,1,8,0,1,0,1,1,0,1,0,0,0,0
0,0,0,0,0,3,0,3,4,1,0,21,0,26,1,25,1,24,1,0,1,0,0,0,1,1,1,0,1,10,20
0,0,0,0,0,1,0,11,4,0,1,47,0,46,0,10,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,4,0,3,1,1,8,0,1,44,0,43,0,17,0,16,1,0,1,0,1,0,0,0,0,0,1,15,20
0,0,1,14,1,3,0,1,5,1,1,40,0,33,0,33,0,33,1,35,1,1,0,0,0,1,1,1,1,50,30
0,0,0,0,0,3,1,3,5,0,1,47,0,43,1,20,0,21,0,12,1,1,1,1,1,0,1,1,0,15,15
0,1,1,4,1,3,0,3,4,0,1,45,0,36,1,11,0,8,1,0,1,0,0,0,0,1,2,0,0,0,30
0,0,0,0,0,3,1,3,5,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,3,0,1,15,15
0,1,0,0,0,5,0,3,3,0,0,12,1,37,0,48,1,0,1,0,1,1,1,1,1,1,0,1,0,60,45
0,0,0,0,0,1,0,18,4,0,1,43,0,42,1,10,0,6,1,0,1,1,1,1,0,1,0,0,0,10,10
0,0,0,0,0,5,1,3,4,0,0,36,0,4,1,6,1,0,1,0,1,0,0,1,1,0,1,0,0,0,30
0,0,0,0,0,1,0,24,1,3,1,26,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,30,15
0,0,0,0,0,1,0,39,2,2,0,30,1,33,1,0,1,0,1,0,1,0,1,0,0,0,3,0,0,0,0
0,0,0,0,0,5,1,3,2,0,0,21,0,19,1,0,1,0,1,0,1,1,0,0,1,1,2,0,1,75,30
0,0,0,0,0,1,0,18,3,0,0,39,1,40,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,29,3,0,1,42,0,38,0,10,1,0,1,0,0,1,0,1,1,0,1,0,0,15,5
0,0,0,0,0,1,0,0,3,0,1,25,0,26,0,4,1,0,1,0,1,1,1,0,1,1,0,0,0,30,30
0,0,0,0,0,1,0,18,7,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,3,2,2,1,25,0,22,1,0,1,0,1,0,1,0,1,0,1,1,3,0,0,20,30
0,0,0,0,0,1,0,3,4,0,1,43,0,40,1,12,0,8,1,0,1,1,0,0,0,0,1,0,1,60,60
0,0,0,0,0,3,0,3,1,3,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,2,0,1,30,15
0,0,1,10,1,1,0,5,7,0,0,38,1,37,1,6,0,35,1,37,0,1,1,1,1,1,2,0,0,60,45
0,0,1,8,1,3,1,3,4,0,1,42,0,43,0,9,0,8,1,0,1,1,1,1,1,1,2,1,1,45,45
0,1,0,0,0,3,0,34,4,0,1,42,0,37,1,9,1,2,1,0,1,0,0,0,0,0,1,0,0,10,10
0,0,0,0,0,3,1,3,4,0,1,35,0,35,1,11,0,9,1,0,1,1,0,0,1,0,2,0,0,0,0
0,0,0,0,0,3,1,3,5,0,0,40,1,34,1,11,1,6,0,4,1,0,0,0,1,0,2,0,0,30,30
0,0,1,8,1,3,0,3,8,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0
0,0,1,9,1,3,0,3,5,1,1,53,0,50,1,51,0,50,1,51,1,0,0,0,0,0,2,0,1,20,30
0,0,1,10,0,5,1,18,4,0,0,41,1,45,0,16,0,10,1,0,1,0,0,0,0,1,2,0,1,30,30
0,0,0,0,0,1,0,6,4,0,1,36,0,35,0,6,1,2,1,0,0,1,1,1,0,0,1,0,0,0,0
0,0,1,4,1,3,0,3,2,2,0,26,1,22,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,40
0,0,0,0,0,3,1,3,5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,15
0,0,1,14,1,1,0,3,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,2,3,0,1,44,0,40,0,2,1,0,1,0,0,0,0,0,1,1,1,0,1,30,30
0,0,1,2,0,3,0,3,4,0,1,39,0,36,0,5,1,3,1,0,0,0,0,0,1,1,0,0,0,30,30
0,0,0,0,0,3,1,2,5,1,0,40,0,0,0,9,0,5,0,7,1,0,1,1,0,0,1,0,0,30,30
0,0,1,9,0,5,1,4,4,0,0,51,1,19,0,18,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,40,4,0,0,39,1,39,0,12,1,9,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,2,0,1,55,1,11,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,14,1,3,1,3,4,0,1,33,0,27,1,6,1,7,1,0,0,1,0,1,1,0,2,1,0,0,40
0,0,0,0,0,1,0,0,4,0,0,44,1,45,0,8,0,8,1,0,1,0,1,0,0,1,0,0,1,40,30
0,0,0,0,0,1,0,3,5,0,0,20,0,46,0,17,1,46,1,10,1,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,1,0,6,2,2,0,30,1,33,1,0,1,0,1,0,1,1,1,1,1,1,2,0,0,30,40
0,1,1,2,0,1,0,4,4,0,0,6,0,37,1,7,1,35,1,0,0,0,0,1,0,0,2,1,1,30,30
0,0,1,2,1,3,1,2,4,0,0,37,1,43,0,12,1,6,1,0,1,0,0,0,1,1,1,0,1,60,15
0,0,1,10,0,3,1,3,5,0,1,38,0,38,0,12,1,8,1,0,0,1,1,0,0,0,3,0,1,30,30
0,0,0,0,0,3,1,5,2,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,20,10
0,0,0,0,0,5,1,5,34,3,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,3,0,1,0,10
0,0,0,0,0,3,1,3,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,40,40
0,0,0,0,0,1,0,3,5,1,0,30,0,30,0,26,1,26,1,4,1,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0,3,1,15,4,0,0,31,1,36,1,11,1,4,1,0,0,0,0,1,1,0,0,0,0,20,10
0,1,0,0,0,5,1,3,5,0,1,50,0,48,0,14,0,9,1,6,1,0,1,1,0,1,1,1,1,60,60
0,1,1,0,0,3,1,3,2,1,0,44,0,14,1,0,1,0,1,0,1,0,0,0,0,1,2,1,1,30,20
0,0,1,14,1,3,0,3,4,0,1,34,0,33,1,5,0,2,1,0,0,0,1,1,1,0,0,1,0,0,0
0,0,1,14,1,1,0,3,4,0,0,28,1,34,1,5,0,2,1,0,0,1,0,1,1,1,0,0,0,90,45
0,0,0,0,0,5,1,3,5,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,120
0,0,1,9,0,3,1,1,1,3,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,30,25
0,0,0,0,0,3,0,5,5,0,1,40,0,40,1,14,0,11,1,8,1,0,0,1,0,0,0,0,0,0,0
0,0,1,2,0,3,0,6,4,0,1,39,0,39,0,7,0,4,1,0,0,0,0,1,1,0,2,1,0,30,30
0,0,1,2,0,3,0,3,4,0,1,44,0,40,0,9,0,7,1,0,0,1,0,1,1,0,0,0,0,0,45
0,0,0,0,0,1,0,5,4,0,1,34,0,31,0,5,0,5,1,0,0,0,1,0,1,0,1,0,0,0,0
0,0,1,2,0,1,0,5,4,0,0,37,1,41,0,9,1,6,1,0,1,1,1,1,1,1,1,0,1,30,30
0,0,0,0,0,3,1,23,5,0,1,37,0,34,1,12,1,9,0,6,1,0,1,1,1,1,2,0,1,10,0
0,0,0,0,0,5,0,0,4,0,1,34,0,34,1,33,0,6,1,0,0,0,1,1,1,1,3,0,0,0,0
0,0,1,0,0,3,0,0,3,3,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,2,0,0,10,120
0,0,1,14,1,1,0,3,3,0,1,46,0,48,1,6,1,0,1,0,0,1,1,1,0,0,2,1,0,15,15
0,0,0,0,0,3,1,3,4,0,1,35,0,50,0,27,0,32,1,0,1,0,1,1,0,0,1,0,0,0,0
0,0,0,0,0,1,0,5,1,3,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0
0,0,1,8,1,3,0,24,4,0,0,25,0,23,0,16,0,46,1,0,1,0,0,0,0,1,1,1,1,30,30
0,0,1,0,0,1,0,4,5,0,1,37,0,35,1,12,1,11,1,9,0,0,0,0,0,0,1,0,1,60,30
0,0,0,0,0,3,0,2,4,0,0,35,1,33,0,2,0,6,1,0,1,0,0,0,1,1,0,0,0,30,30
0,0,0,0,0,3,1,3,6,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,45,0
0,0,1,4,0,5,1,1,3,0,0,24,0,25,1,3,1,0,1,0,0,1,0,1,1,0,1,1,1,30,20
0,0,1,4,0,1,0,6,8,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,8,0,3,0,1,4,0,1,38,0,35,1,10,1,6,1,0,1,1,0,0,1,0,2,0,0,30,30
0,0,1,10,0,1,0,3,4,0,0,27,1,28,0,8,0,4,1,0,0,0,1,1,1,1,2,0,1,5,5
0,0,1,14,1,1,0,3,4,1,0,38,1,38,0,7,1,4,1,0,0,0,0,0,0,1,2,1,0,0,0
0,0,0,0,0,1,0,30,6,0,0,43,1,44,0,12,0,8,1,8,1,1,0,0,1,1,1,0,0,0,0
0,0,1,2,1,1,0,3,4,0,0,45,1,46,0,13,1,15,1,0,0,1,0,0,0,0,2,1,0,15,15
0,0,1,4,0,3,0,7,5,0,1,37,0,32,0,12,1,5,0,2,1,1,1,1,1,1,1,0,0,10,10
0,0,0,0,0,3,1,3,3,1,0,44,0,49,1,3,1,0,1,0,0,1,0,1,1,0,1,1,0,30,30
0,0,1,2,1,1,0,3,3,0,0,30,1,31,1,3,1,0,1,0,0,1,0,1,1,1,2,1,0,0,10
0,0,0,0,0,3,0,2,4,0,1,40,0,39,1,10,1,7,1,0,1,1,1,1,1,1,2,0,1,60,30
0,0,0,0,0,3,0,3,8,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
0,0,1,14,1,1,0,3,4,0,1,38,0,35,1,11,1,7,1,0,1,0,0,0,1,0,0,1,1,15,15
0,0,0,0,0,3,1,5,5,0,0,26,1,28,1,1,0,55,1,24,0,0,1,1,1,1,2,0,0,50,30
0,0,1,0,1,3,1,3,5,0,1,46,0,41,0,11,0,9,1,8,1,0,0,0,0,0,1,1,1,0,5
0,0,1,8,1,5,1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,45,10
0,0,0,0,0,5,1,3,4,0,1,28,0,27,0,24,0,19,1,0,1,0,0,1,0,1,1,0,1,45,60
0,0,1,8,1,3,1,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,9,0,5,0,3,3,0,1,38,0,38,0,5,1,0,1,0,0,1,0,1,1,1,1,0,0,0,15
0,0,0,0,0,5,0,3,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,20,20
0,0,0,0,0,1,0,25,3,0,0,49,1,47,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,1,3,0,10,3,0,1,35,0,34,1,6,1,0,1,0,1,1,1,0,0,0,1,0,1,10,20
0,0,1,9,1,1,0,3,5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,1,0,0,0
0,0,0,0,0,3,0,5,4,3,1,34,0,34,1,5,0,3,1,0,0,0,1,1,1,1,2,0,0,0,0
0,0,0,0,0,3,0,2,4,0,1,43,0,30,1,11,1,9,1,0,1,0,0,1,0,0,1,0,1,45,45
0,0,1,14,1,3,0,1,5,1,1,40,0,33,1,33,0,33,1,0,1,0,0,0,0,1,1,1,1,40,30
0,0,1,2,0,3,1,3,9,1,1,45,0,40,1,45,0,40,1,0,1,1,1,0,0,0,2,0,1,60,30
0,0,0,0,0,1,0,3,3,0,1,78,0,72,0,10,1,0,1,0,1,1,1,0,1,0,1,0,1,15,30
0,0,1,8,1,3,1,3,4,0,1,45,0,38,0,12,0,7,1,0,0,1,0,0,1,1,1,1,0,0,0
0,0,0,0,0,3,0,3,4,0,0,35,0,29,1,6,1,4,1,0,0,1,0,1,1,1,0,0,1,10,10
0,0,1,8,1,1,0,3,4,0,1,38,0,37,1,11,1,4,1,0,1,1,1,1,1,1,1,0,1,30,30
0,0,0,0,0,3,1,3,5,0,0,35,1,35,0,7,1,5,0,2,1,1,0,0,0,1,2,0,0,0,20
0,0,1,4,0,1,0,14,3,0,1,46,0,40,1,5,1,0,1,0,1,0,1,1,1,0,2,0,1,60,45
0,0,1,2,0,5,1,5,2,2,0,21,0,21,1,0,1,0,1,0,1,1,1,1,0,0,2,0,1,90,60
0,0,0,0,0,1,0,3,4,0,1,51,0,48,1,13,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,3,3,0,1,29,0,27,1,2,1,0,1,0,0,1,1,1,1,0,0,0,0,0,20
0,0,0,0,0,5,1,3,3,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,2,0,0,60,60
0,0,0,0,0,1,0,5,5,0,1,43,0,39,0,9,0,7,0,5,0,1,0,0,1,1,3,0,1,20,20
0,0,1,4,1,1,0,3,4,0,1,43,0,30,1,15,0,13,1,0,0,1,1,0,0,1,1,1,0,0,30
0,1,0,0,0,5,1,3,4,0,0,28,1,30,0,5,1,2,1,0,0,1,0,1,1,1,2,0,1,45,45
0,0,1,4,1,3,1,3,2,0,0,30,1,6,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
0,0,1,4,0,1,0,3,3,0,1,28,0,26,1,4,1,0,1,0,0,0,0,1,1,0,0,0,0,30,30
0,0,0,0,0,5,1,3,4,0,0,18,0,17,0,12,0,10,1,0,1,0,0,0,0,0,1,1,0,0,30
0,0,1,8,0,3,1,3,4,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,30,30
0,0,0,0,0,5,0,3,4,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,30,30
0,0,0,0,0,1,0,3,3,0,1,48,0,48,0,12,1,0,1,0,1,1,0,1,1,0,2,0,1,45,45
0,1,0,0,0,1,0,3,4,0,0,21,0,26,1,25,1,25,1,0,1,1,0,0,0,1,1,0,1,20,20
0,0,1,4,0,1,0,3,5,0,1,40,0,38,1,11,1,5,0,4,0,0,0,0,0,1,0,0,1,60,20
0,0,1,2,1,1,0,41,4,0,1,41,0,37,0,4,0,7,1,0,0,0,0,1,1,1,2,0,0,0,0
0,0,1,9,0,1,0,3,3,0,0,34,1,42,0,6,1,0,1,0,1,1,0,0,0,1,2,0,0,0,0
0,1,0,0,0,5,0,3,4,0,0,31,1,33,1,7,1,3,1,0,1,1,0,1,1,0,2,0,1,15,15
0,0,1,4,0,5,1,24,4,0,1,28,0,26,0,42,0,5,1,0,1,1,1,1,1,1,0,1,1,25,15
0,0,1,4,0,3,0,7,5,0,0,32,1,37,0,12,1,5,0,2,1,1,1,1,1,1,1,0,0,20,20
0,0,0,0,0,3,1,3,6,0,0,33,1,39,1,6,0,4,0,17,1,0,0,1,1,0,2,0,0,0,0
0,1,0,0,0,1,0,4,4,0,0,19,0,20,0,18,0,17,1,0,0,0,0,1,0,0,0,0,0,30,15
0,0,0,0,0,1,0,3,3,0,0,45,1,46,1,9,1,0,1,0,1,0,0,0,0,0,1,0,0,0,30
0,1,0,0,0,3,0,25,4,0,1,41,0,38,1,11,0,9,1,0,0,1,0,1,0,1,1,0,0,30,30
0,1,0,0,0,3,1,3,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,45
0,0,1,9,0,1,0,3,5,0,1,34,0,33,1,5,1,3,1,0,0,1,0,1,0,0,1,0,1,20,20
0,0,0,0,0,3,0,3,5,0,0,33,1,40,1,35,1,6,1,4,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,9,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,3,4,0,1,47,0,45,1,17,1,9,1,0,1,1,1,1,1,0,2,0,0,30,30
0,0,0,0,0,1,0,3,3,0,0,45,0,17,0,10,1,0,1,0,1,1,1,1,1,0,0,0,1,10,10
0,0,1,6,0,3,0,3,3,0,1,28,0,26,1,6,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0
0,0,1,10,0,1,0,3,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2,1,1,0,0
0,0,0,0,0,3,0,3,3,0,0,36,0,7,1,11,1,0,1,0,0,1,0,0,0,0,2,0,1,60,45
0,0,1,9,1,3,1,3,5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,15,15
0,0,1,8,0,1,0,3,4,0,1,48,0,44,1,16,0,6,1,0,1,0,0,0,0,1,0,1,1,15,15
0,0,0,0,0,1,0,3,5,0,1,35,0,31,0,7,1,6,0,2,0,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,3,0,3,2,2,1,25,0,22,1,0,1,0,1,0,1,0,0,0,1,1,2,0,1,30,30
0,0,1,8,0,5,1,3,4,0,0,39,1,38,1,10,1,6,1,0,1,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,3,1,3,3,0,1,37,0,39,1,17,1,0,1,0,1,1,0,0,0,1,3,0,0,60,30
0,0,0,0,0,1,0,3,4,0,1,45,0,47,0,13,1,11,1,0,0,1,0,1,1,0,2,0,0,0,0
0,0,1,14,0,1,0,5,6,0,1,54,0,53,1,38,0,30,1,7,1,0,1,1,1,0,2,0,0,0,0
0,1,0,0,0,5,1,3,2,0,1,34,1,5,1,0,1,0,1,0,1,1,1,1,1,1,2,0,0,45,45
0,0,1,14,0,1,0,3,3,0,0,40,0,8,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,20,30
0,0,1,14,1,1,0,3,4,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,60
0,0,0,0,0,1,0,24,4,0,1,37,0,31,1,8,0,6,1,0,0,0,0,0,1,1,2,0,0,30,30
0,0,0,0,0,1,0,8,4,0,1,49,0,44,1,14,1,11,1,0,0,0,0,0,0,1,2,0,0,0,0
0,0,0,0,0,1,0,4,5,0,1,45,0,44,0,20,0,18,1,10,1,0,1,1,1,0,1,0,1,30,20
0,0,1,8,0,3,1,3,2,2,0,26,1,28,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,40,45
0,0,1,2,1,1,0,3,4,0,0,45,1,46,0,13,1,15,1,0,0,1,0,1,0,1,0,0,0,15,15
0,0,0,0,0,1,0,3,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,30,30
0,0,1,4,0,3,1,18,5,0,1,38,0,35,1,5,1,38,0,34,1,0,0,0,0,1,3,0,1,60,10
0,0,1,14,1,5,1,3,4,0,0,41,0,72,1,10,1,10,1,0,1,0,0,0,0,0,1,1,1,30,30
0,0,1,10,0,1,0,24,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0
0,0,0,0,0,1,0,0,4,0,0,38,0,30,1,6,1,10,1,0,0,0,0,0,0,1,2,0,0,15,30
0,0,0,0,0,3,0,3,2,2,1,24,0,20,1,0,1,0,1,0,1,0,0,0,1,1,2,0,0,0,0
0,1,0,0,0,5,1,3,5,0,1,35,0,32,0,15,0,12,1,0,1,1,1,0,1,1,0,0,1,15,15
0,0,0,0,0,1,0,3,3,0,0,30,1,30,0,5,1,0,1,0,1,1,1,1,1,1,2,0,1,0,30
0,0,0,0,0,3,1,3,4,0,1,35,0,33,1,7,1,4,1,0,1,0,1,1,1,1,2,0,0,10,10
0,0,0,0,0,3,0,3,2,0,0,28,1,9,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,10,15
0,0,1,0,0,5,1,3,4,0,1,32,0,30,1,6,0,4,1,0,0,0,1,0,1,1,2,0,0,0,40
0,0,0,0,0,3,1,3,4,0,1,37,0,38,0,8,0,5,1,0,0,1,0,1,1,1,1,0,1,20,30
